sentence1,sentence2,label,idx
""" The momentum in the marketplace continues to shift in our direction , "" he said of his company , formerly named Caldera Systems .",""" The momentum in the marketplace continues to shift in SCO 's direction , "" said Darl McBride , SCO 's president and CEO .",1,2431
""" Events on our system , in and of themselves , could not account for the widespread nature of the outage , "" FirstEnergy Chief Executive Peter Burg told the House panel .",""" Events on our system , in and of themselves , could not account for the widespread nature of the outage , "" Burg said .",1,1140
""" Everyone who has a cell phone wishes they had a better one , "" Huang said .","They have a cell phone and everybody that has a cell phone wishes they had a better one . """,1,1524
"Under the U.S. Constitution , the other chamber of Congress , the House of Representatives , does not vote on foreign alliances .","The U.S. House of Representatives , the other chamber of Congress , does not vote on treaties .",1,1229
The FTC also asked the judge to suspend his ruling pending its appeal .,The FTC asked the court Wednesday to block the ruling and filed for an appeal .,1,1347
""" I believe it is my duty to not only represent Australia but the people of the world as one as a stance against terrorism , "" he replied .",""" I believe it is my duty to not only represent Australia but the people of the world as one to take a stance against terrorism . """,1,3234
About 120 potential jurors were being asked to complete a lengthy questionnaire .,The jurors were taken into the courtroom in groups of 40 and asked to fill out a questionnaire .,1,231
The study found that only about one-third of parents of sexually experienced 14-year-olds knew their children were having sex .,"Only about one-third of parents of sexually experienced 14-year-olds know that their child has had sex , "" the report says .",1,2368
"Treatment guidelines , many written by medical-specialty organizations , recommend approaches to many ailments , such as painkillers and exercise for arthritis .","Treatment guidelines , many written by medical specialty organizations , outline recommended approaches to many common ailments , ranging from painkillers and exercise for arthritis to surgery for breast cancer .",1,592
"The results appear in the January issue of Cancer , the American Cancer Society journal , being published online today .","The results appear in the January issue of Cancer , an American Cancer Society ( news - web sites ) journal , being published online Monday .",1,4007
"Mohcine Douali , who lives in the centre of Algiers , said : "" It was a great shock .",""" It was a great shock , "" said Mohcine Douali , who lives in central Algiers .",1,2068
""" I 'm pleased by the fact that we are bringing this to a conclusion , "" he said .",""" I 'm pleased we are bringing it to a conclusion , "" Garton said .",1,1279
"Initial reports said the attackers fired from a mosque within in the city , 30 miles west of Baghdad .","The Centcom statement said the gunmen appeared to have fired from a mosque in the city , 50 km ( 32 miles ) west of Baghdad .",1,3631
"The Smyrna Nissan plant was recently named the most productive automotive manufacturing site in North America , said Kisber .","Last week , a national study ranked Nissan 's Smyrna plant the most productive in North America .",1,3325
It was expected to raise the $ 90 million McGreevey expected .,The tax is expected to raise $ 90 million .,1,1370
"Quattrone , 47 , was highly influential at Credit Suisse First Boston during the tech bubble .","Quattrone , 47 , was highly influential working in the Palo Alto office of Credit Suisse First Boston during the tech bubble .",1,1781
Amrozi said Jews and the US and its allies had evil plans to colonise countries like Indonesia .,"Jews , Americans and their allies had "" evil "" plans to colonise nations like Indonesia , Amrozi said .",1,2603
""" This blackout was largely preventable , "" U.S. Energy Secretary Spencer Abraham said at a briefing on the report .",""" This blackout was largely preventable , "" said Spencer Abraham , US energy secretary .",1,3738
"Experts say they think better treatment , including widespread use of the drug tamoxifen , as well as mammogram screening are responsible for the improvement .","Experts say they think better treatment , including use of the drug tamoxifen and mammogram screening , are responsible .",1,3389
"Jordan Green , the prelate 's private lawyer , said he had no comment .","O 'Brien 's attorney , Jordan Green , declined to comment .",1,1215
"Veritas will offer its File System , Volume Manager and Cluster Server software products on SUSE Enterprise Server in the first quarter next year .","Already in beta , Veritas ' File System , Volume Manager and Cluster Server products for SuSE Enterprise Linux Server should drop into the hands of customers in early 2004 .",1,2660
""" Biotech products , if anything , may be safer than conventional products because of all the testing , "" Fraley said .",""" Biotech products , if anything , may be safer than conventional products because of all the testing , "" said Robert Fraley , Monsanto 's executive vice president .",1,2298
""" We have sent a message to the nation that this is a new Louisiana , "" she told a victory party in New Orleans .",""" We have sent a new message out to the nation — that this is a new Louisiana . """,1,484
